timestep,tile_id,accuracy,precision,recall,f1,jaccard
Timestep_6,T11SLV_2018_1_0,0.4980433044349554,0.92148864353536,0.4809946783063485,0.6320661739894392,0.462059027981489
Timestep_6,T11SKA_2018_6_8,0.4723831374149389,0.5862040841933561,0.3901160686948534,0.4684685286928911,0.3058824042923972
Timestep_6,T11SKA_2018_3_3,0.6865969256903593,0.8908525782107322,0.7155557437706017,0.7936396624306652,0.6578794392641837
Timestep_6,T10SGF_2018_4_6,0.8477833517473399,0.9536117177461512,0.877659469230285,0.9140605280103028,0.8417232742590414
Timestep_6,T10SFH_2018_5_3,0.5846389029897048,0.5846389029897048,1.0,0.7378828096251819,0.5846389029897048
Timestep_6,T10SGF_2018_0_5,0.7234531405005292,0.7857290957808778,0.5390109850032094,0.6393957879071055,0.4699351819024437
Timestep_6,T11SKA_2018_2_3,0.5781807293273745,0.834047089677928,0.4909637979250379,0.6180883955412467,0.4472705732747143
Timestep_6,T10TEK_2018_5_6,0.6619345987571374,0.8053021073968669,0.4908196887983104,0.6099089312462015,0.4387546578462504
Timestep_6,T10SGG_2018_8_0,0.4776726022806825,0.8420050723792543,0.4365392597451178,0.5749793132121418,0.4034883974268498
Timestep_6,T11SLV_2018_2_1,0.4800307563677625,0.7274663172920863,0.4328192897239754,0.5427309497671262,0.3724301628998414
Timestep_6,T10SGG_2018_8_3,0.6148420210948206,0.8751486117655296,0.6129898792767846,0.7209775771603826,0.56369424357683
Timestep_6,T11SKA_2018_1_1,0.5784121485993743,0.7562324630515901,0.6825592031173171,0.7175096151708499,0.559465882675163
Timestep_6,T10TEK_2018_9_7,0.6656331598103523,0.8516401396359247,0.6885121156890173,0.761437127165988,0.6147747069341012
Timestep_6,T11SLV_2018_0_0,0.5397070679924751,0.9015161419056532,0.5129251327844161,0.6538416193992563,0.4857092811824041
Timestep_6,T10SEJ_2018_6_6,0.5907138662446375,0.6981139667818022,0.7483535738726251,0.7223612937421193,0.5653877658871713
Timestep_6,T11SKV_2018_0_2,0.665901075311628,0.6625598178532044,0.9932511714683506,0.7948833767798515,0.6595904176110962
Timestep_6,T10SGF_2018_7_9,0.7720014200351027,0.8888238007266306,0.7959818608329173,0.8398447832850708,0.7239072592916985
Timestep_6,T11SKA_2018_8_0,0.7407697718322103,0.7118117400918892,0.7845773350617452,0.7464253346672151,0.595437475971216
Timestep_6,T10SGF_2018_7_4,0.7217535774599289,0.7809787946180685,0.8815654077245734,0.8282292747845155,0.7068185413423831
Timestep_6,T10SFH_2018_3_1,0.6294645671381316,0.6294645671381316,1.0,0.7726029517090705,0.6294645671381316
Timestep_6,T10SEJ_2018_3_9,0.85245735747393,0.85245735747393,1.0,0.920353015452262,0.85245735747393
Timestep_6,T11SKA_2018_5_0,0.8293079651361476,0.9678720638036558,0.8436491043241132,0.9015013615018308,0.8206667991271551
Timestep_6,T11SKA_2018_9_4,0.9334375134787212,0.9599880544693868,0.9651673212603744,0.9625707209455268,0.9278422542911324
Timestep_6,T10SFH_2018_7_0,0.5087682190835465,0.5087682190835465,1.0,0.6744153444491052,0.5087682190835465
Timestep_6,T10SGG_2018_3_1,0.4465504427656179,0.592798663422019,0.4012606308395906,0.4785766141289865,0.3145584710826578
Timestep_6,T11SKA_2018_0_3,0.553021556000146,0.5349181655803991,0.7882182941730731,0.6373224483203048,0.4676986478090238
Timestep_6,T10SGF_2018_3_7,0.5781840471663996,0.8852390180878553,0.509724186897811,0.6469385530633908,0.4781294704154702
Timestep_6,T10SFG_2018_2_6,0.503879383280082,0.5044210894203405,0.9957815264369176,0.669633817566616,0.5033454896920057
Timestep_6,T10SGG_2018_9_3,0.7623116711623386,0.8746570714342977,0.8348642543604665,0.8542975308303005,0.7456539143617428
Timestep_6,T11SLV_2018_9_0,0.7064948357835574,0.8695150713434986,0.7525165537956343,0.8067962113927941,0.6761596125457708
Timestep_6,T10SFG_2018_0_6,0.8545459371402219,0.8574191979668548,0.9960002244130438,0.9215288275057212,0.8544770143224294
Timestep_6,T10SGF_2018_4_3,0.8029610054379381,0.8775917794131155,0.8953731937407489,0.8863933199266378,0.7959662381589198
Timestep_6,T10SFG_2018_7_9,0.5211686424398061,0.54894262815629,0.7975996956900318,0.6503122336594489,0.4818242039954616
Timestep_6,T10SFG_2018_3_5,0.6490066389958892,0.6514863541397369,0.9881242496232152,0.7852467693813016,0.6464249277866579
Timestep_6,T11SKA_2018_6_1,0.8745276226688034,0.941701121438438,0.918675411501486,0.9300457729185994,0.8692388416049901
Timestep_6,T11SKA_2018_8_8,0.5014839035039698,0.6038610779029487,0.4211484093660941,0.4962200557079715,0.3299818285191915
